KEY,en,notes,sp,fr,de,it,pt-br
OBJECT_ANGELJUNK_DESC,,,,,,,
OBJECT_TUMOR_NAME,Tumor,,Tumor,Tumeur,Tumor,Tumore,Tumor
OBJECT_TUMOR_DESC,,,,,,,
OBJECT_TRASHBAG_NAME,Trash Bag,,Bolsa de basura,Sac poubelle,Müllbeutel,Sacco della Spazzatura,Saco de Lixo
OBJECT_TRASHBAG_DESC,Spawns random Pickups when damaged.,,Genera recogibles al azar al sufrir daño.,Fait apparaître des ressources aléatoires quand il subit des dégâts.,"Lässt zufällige Gegenstände erscheinen, wenn er Schaden erleidet.",Genera oggetti casuali quando subisce danno.,Gera coletáveis aleatórios ao sofrer dano.
OBJECT_DUMPSTER_NAME,Dumpster,,Contenedor,Benne à ordures,Mülltonne,Cassone dei Rifiuti,Lixeira
OBJECT_DUMPSTER_DESC,Spawns random Pickups when damaged.,,Genera recogibles al azar al sufrir daño.,Fait apparaître des ressources aléatoires quand elle subit des dégâts.,"Lässt zufällige Gegenstände erscheinen, wenn er Schaden erleidet.",Genera oggetti casuali quando subisce danno.,Gera coletáveis aleatórios ao sofrer dano.
OBJECT_SMALLROCK_NAME,Small Rock,,Roca pequeña,Petit caillou,Kleiner Stein,Roccia Piccola,Pedra Pequena
OBJECT_SMALLROCK_DESC,Attack it to knock it foward in a straight line. It deals 5 damage to units it hits.,,Se desplaza hacia delante en línea recta cuando la atacan. Inflige 5 de daño a las unidades que golpea.,L'attaquer le projette en ligne droite. Inflige 5&nbsp;dégâts aux unités qu'il touche.,"Greif ihn an, um ihn in einer geraden Linie nach vorn zu schleudern. Verursacht 5&nbsp;Schaden bei Einheiten, die er trifft.",Attaccala per spingerla in avanti in linea retta. Infligge 5 di danno alle unità che colpisce.,Ataque-a para empurrá-la para frente em linha reta. Causa 5 de dano nas unidades que forem acertadas.
OBJECT_HOTROCK_NAME,Hot Rock,,Roca caliente,Caillou chaud,Heißer Stein,Roccia Calda,Pedra Quente
OBJECT_PETROCK_NAME,Pet Rock,,Roca mascota,Caillou de compagnie,Steinfreund,Cucciolo di Roccia,Pedra de Estimação
OBJECT_PETROCK_DESC,Attack it to knock it foward in a straight line. It deals 5 damage to units it hits.,,Se desplaza hacia delante en línea recta cuando la atacan. Inflige 5 de daño a las unidades que golpea.,L'attaquer le projette en ligne droite. Inflige 5&nbsp;dégâts aux unités qu'il touche.,"Greif ihn an, um ihn in einer geraden Linie nach vorn zu schleudern. Verursacht 5&nbsp;Schaden bei Einheiten, die er trifft.",Attaccala per spingerla in avanti in linea retta. Infligge 5 di danno alle unità che colpisce.,Ataque-a para empurrá-la para frente em linha reta. Causa 5 de dano nas unidades que forem acertadas.
OBJECT_HOTPETROCK_NAME,Hot Pet Rock <3,,Roca mascota caliente <3,Caillou chaud de compagnie <3,Heißer Steinfreund <3,Cucciolo Caldo di Roccia <3,Pedra de Estimação Quente
OBJECT_SHARPPETROCK_NAME,Sharp Pet Rock,,Roca mascota afilada,Caillou de compagnie tranchant,Scharfer Steinfreund,Cucciolo Affilato di Roccia,Pedra de Estimação Afiada
OBJECT_SHARPPETROCK_DESC,Attack it to knock it foward in a straight line. It deals 5 damage to units it hits.,,Se desplaza hacia delante en línea recta cuando la atacan. Inflige 5 de daño a las unidades que golpea.,L'attaquer le projette en ligne droite. Inflige 5&nbsp;dégâts aux unités qu'il touche.,"Greif ihn an, um ihn in einer geraden Linie nach vorn zu schleudern. Verursacht 5&nbsp;Schaden bei Einheiten, die er trifft.",Attaccala per spingerla in avanti in linea retta. Infligge 5 di danno alle unità che colpisce.,Ataque-a para empurrá-la para frente em linha reta. Causa 5 de dano nas unidades que forem acertadas.
OBJECT_BOULDER_NAME,Boulder,,Peñasco,Rocher,Felsen,Masso,Pedregulho
OBJECT_BOULDER_DESC,Attack it to push it 1 tile. It deals 9 damage to units it hits.,,Se desplaza 1 casilla cuando lo atacan. Inflige 9 de daño a las unidades que golpea.,L'attaquer lui inflige Recul +1. Inflige 9&nbsp;dégâts aux unités qu'il touche.,"Greif ihn an, um ihn ein Feld zurückzustoßen. Verursacht 9&nbsp;Schaden bei Einheiten, die er trifft.",Attaccalo per spingerlo di 1 casella. Infligge 9 di danno alle unità che colpisce.,Ataque-o para empurrá-lo 1 espaço. Causa 9 de dano nas unidades que forem acertadas.
OBJECT_HOTBOULDER_NAME,Hot Boulder,,Peñasco caliente,Rocher chaud,Heißer Felsen,Masso Caldo,Pedregulho Quente
OBJECT_PETBOULDER_NAME,Pet Boulder,,Peñasco mascota,Rocher de compagnie,Felsenfreund,Cucciolo di Masso,Pedregulho de Estimação
OBJECT_PETBOULDER_DESC,Attack it to push it 1 tile. It deals 9 damage to units it hits.,,Se desplaza 1 casilla cuando lo atacan. Inflige 9 de daño a las unidades que golpea.,L'attaquer lui inflige Recul +1. Inflige 9&nbsp;dégâts aux unités qu'il touche.,"Greif ihn an, um ihn ein Feld zurückzustoßen. Verursacht 9&nbsp;Schaden bei Einheiten, die er trifft.",Attaccalo per spingerlo di 1 casella. Infligge 9 di danno alle unità che colpisce.,Ataque-o para empurrá-lo 1 espaço. Causa 9 de dano nas unidades que forem acertadas.
OBJECT_HOTPETBOULDER_NAME,Hot Pet Boulder <3,,Peñasco mascota caliente <3,Rocher chaud de compagnie <3,Heißer Felsenfreund <3,Cucciolo Caldo di Masso <3,Pedregulho de Estimação Quente
OBJECT_TIRE_NAME,Tire,,Neumático,Pneu,Reifen,Pneumatico,Pneu
OBJECT_TIRE_DESC,Knocks back all adjacent units when this takes damage.,,Hace retroceder a todas las unidades adyacentes al sufrir daño.,Repousse toutes les unités adjacentes quand il subit des dégâts.,"Stößt alle benachbarten Einheiten zurück, wenn er Schaden erleidet.",Respinge tutte le unità adiacenti quando subisce danno.,Empurra para trás todas as unidades adjacentes ao sofrer dano.
OBJECT_TIREUP_DESC,Attack it to send it rolling.,,Echa a rodar cuando lo atacan.,Attaquez-le pour le faire rouler.,"Greif ihn an, um ihn ins Rollen zu bringen.",Attaccalo per farlo rotolare.,Ataque-e para lançá-lo rolando.
OBJECT_CRATE_NAME,Crate,,Caja,Caisse,Kiste,Cassa,Caixa
OBJECT_CRATE_DESC,What could be inside?,,¿Qué habrá dentro?,Que peut-il bien y avoir à l'intérieur&nbsp;?,Was könnte da nur drin sein?,Cosa ci sarà dentro?,O que pode ter lá dentro?
OBJECT_GASCAN_NAME,Gas Can,,Garrafa de gasolina,Bidon d'essence,Benzinkanister,Tanica di Benzina,Latão de Gasolina
OBJECT_GASCAN_DESC,,,,,,,
OBJECT_POOP_NAME,Poop,,Caca,Merde,Häufchen,Cacca,Cocô
OBJECT_POOP_DESC,,,,,,,
OBJECT_FIREHYDRANT_NAME,Fire Hydrant,,Boca de incendio,Bouche d'incendie,Hydrant,Idrante,Hidrante
OBJECT_FIREHYDRANT_DESC,,,,,,,
OBJECT_FOUNTAIN_NAME,Fountain,,Fuente,Fontaine,Brunnen,Fontana,Fonte
OBJECT_FOUNTAIN_DESC,,,,,,,
OBJECT_D6_NAME,D6,,D6,D6,Würfel,D6,D6
OBJECT_D6_DESC,Attack to re-roll.,,Cambia al azar al sufrir un ataque.,Attaquez-le pour relancer le dé.,"Greif ihn an, um ihn zu werfen.",Attacca per lanciare di nuovo.,Ataque para rolar novamente.
OBJECT_PHYLACTERY_NAME,Phylactery,,Filacteria,Phylactère,Phylacter,Filatterio,Filactério
OBJECT_PHYLACTERY_DESC,"When its owner dies, this breaks and revives them.",,"Cuando el dueño muere, se rompe y lo resucita.","Quand son propriétaire meurt, il se brise pour le ressusciter.","Wenn sein Besitzer stirbt, zerbricht es und belebt ihn wieder.","Quando il suo padrone muore, questo si distrugge e lo resuscita.","Quando seu dono morre, quebra e o revive."
OBJECT_BLOATEDCORPSE_NAME,Bloated Corpse,,Cadáver hinchado,Cadavre boursouflé,Aufgeblähte Leiche,Cadavere Rigonfio,Corpo Inchado
OBJECT_BLOATEDCORPSE_DESC,Explodes into Maggots when destroyed.,,Estalla en gusanos cuando lo destrozan.,Éclate en un tas d'asticots quand il est détruit.,"Explodiert, wenn sie zerstört wird und lässt Maden erscheinen.",Esplode in Larve quando viene distrutto.,Explode em vermes ao ser destruído.
OBJECT_TNT_NAME,TNT,,TNT,TNT,TNT,TNT,TNT
OBJECT_TNT_DESC,Explodes when destroyed.,,Estalla cuando la destruyen.,Explose quand elle est détruite.,"Explodiert, wenn es zerstört wird.",Esplode quando si distrugge.,Explode ao ser destruída.
OBJECT_HARPOONTRAP_NAME,Harpoon Trap,,Trampa de arpón,Piège harponneur,Harpunenfalle,Trappola ad Arpione,Armadilha de Arpão
OBJECT_HARPOONTRAP_DESC,Harpoons units that end movement in front of it.,,Lanza un arpón a las unidades que terminan el movimiento justo delante.,Harponne les unités qui terminent leur déplacement devant lui.,"Spießt Einheiten auf, die vor ihr stehenbleiben.",Arpiona le unità che terminano il loro movimento davanti a essa.,Arpoa unidades que finalizam seu movimento diante de si.
OBJECT_SPIKYROCK_NAME,Spiky Rock,,Roca punzante,Pierre à pics,Stachliger Stein,Roccia Appuntita,Rocha Espinhosa
OBJECT_SPIKYROCK_DESC,,,,,,,
OBJECT_SPIKYCACTUS_NAME,Spiky Cactus,,Cactus punzante,Cactus à pics,Stachliger Kaktus,Cactus Appuntito,Cacto Espinhoso
OBJECT_SPIKYCACTUS_DESC,,,,,,,
OBJECT_DECOY_NAME,Decoy,,Señuelo,Leurre,Lockvogel,Diversivo,Chamariz
OBJECT_DECOY_DESC,Explodes when it dies.,,Estalla al morir.,Explose à sa mort.,"Explodiert, wenn er stirbt.",Esplode quando muore.,Explode ao morrer.
OBJECT_ELECTRICNAIL_NAME,Electric Nail,,Clavo eléctrico,Clou électrifié,Elektrischer Nagel,Chiodo Elettrico,Prego Elétrico
OBJECT_ELECTRICNAIL_DESC,It arcs electricity to neighboring tiles whenever any unit spends mana.,,Pasa electricidad a las casillas de alrededor cuando una unidad gasta maná.,Électrise les cases adjacentes chaque fois qu'une unité dépense du mana.,"Verschießt Elektrizität auf benachbarte Felder, wenn eine beliebige Einheit Mana ausgibt.",Scarica elettricità nelle caselle vicine ogni volta che un'unità qualunque consuma mana.,Lança eletricidade em arco para espaços vizinhos sempre que uma unidade gasta mana.
OBJECT_RUBBERFISTBOT_NAME,Rubber Fist Bot,,Robot con puño de goma,Robot cogneur,Gummifaustbot,Bot con Pugno di Gomma,Bot Punho de Borracha
OBJECT_RUBBERFISTBOT_DESC,It punches anything that gets near it.,,Arrea un puñetazo a todo aquello que se acerca.,Frappe tout ce qui s'approche de lui.,"Schlägt auf alles ein, das sich in der Nähe befindet.",Prende a pugni qualunque cosa gli si avvicini.,Soca qualquer coisa que se aproximar.
OBJECT_TOMBSTONE_NAME,Tombstone,,Lápida,Pierre tombale,Grabstein,Lapide,Túmulo
OBJECT_TOMBSTONE_DESC,Summons a Zombie Cat at the end of each round.,,Invoca un gatozombi al final de cada ronda.,Invoque un chat zombie à la fin de chaque manche.,Beschwört am Ende jeder Runde eine Zombiekatze.,Evoca un Gatto Zombie al termine di ogni round.,Invoca um gato zumbi no final de cada rodada.
OBJECT_GHOSTTOMBSTONE_DESC,Could something be inside?,,¿Habrá algo dentro?,"Il y a quelque chose, là-dedans&nbsp;?",Könnte da etwas drin sein?,Che ci sia qualcosa all'interno?,Será que tem algo lá dentro?
OBJECT_DRAINTOMBSTONE_DESC,Drains mana from units when they end their turn.,,Absorbe maná de las unidades cuando terminan el turno.,Draine le mana des unités quand elles terminent leur tour.,"Saugt Mana von Einheiten ab, wenn sie ihren Zug beenden.",Assorbe il mana dalle unità quando esse terminano il loro turno.,Drena mana de unidades quando elas finalizam seus turnos.
OBJECT_CACTUS_NAME,Cactus,,Cactus,Cactus,Kaktus,Cactus,Cacto
OBJECT_CACTUS_DESC,,,,,,,
OBJECT_TWISTER_NAME,Twister,,Tornado,Tornade,Wirbelsturm,Tromba d'Aria,Tornado
OBJECT_TWISTER_DESC,Moves towards its enemies. Tosses what it touches.,,Se mueve hacia los enemigos. Lanza por los aires todo lo que toca.,Avance en direction de ses ennemis. Lance ce qu'elle touche.,"Bewegt sich auf seine Gegner zu. Wirft, wen es berührt.",Si muove verso i suoi nemici. Lancia ciò che tocca.,Move-se na direção de seus inimigos. Lança o que toca.
OBJECT_NTWISTER_DESC,Moves randomly. Tosses what it touches.,,Se mueve al azar. Lanza por los aires todo lo que toca.,Se déplace aléatoirement. Lance ce qu'elle touche.,"Bewegt sich zufällig. Wirft, wen es berührt.",Si muove in maniera casuale. Lancia ciò che tocca.,Move-se aleatoriamente. Lança o que toca.
OBJECT_MININUKE_NAME,Mini Nuke,,Miniarma nuclear,Mini ogive,Mini-Atombombe,Mini Bomba Atomica,Mini Bomba Nuclear
OBJECT_MININUKE_DESC,Explodes when destroyed.,,Estalla cuando la destruyen.,Explose quand elle est détruite.,"Explodiert, wenn sie zerstört wird.",Esplode quando viene distrutta.,Explode ao ser destruída.
OBJECT_NEUTRONSTAR_NAME,Neutron Star,,Estrella de neutrones,Étoile à neutrons,Neutronenstern,Stella di Neutroni,Estrela de Nêutrons
OBJECT_NEUTRONSTAR_DESC,May go supernova...,,Igual se transforma en supernova...,Elle est capable d'entrer en supernova...,Kann sich in eine Supernova verwandeln&nbsp;…,Potrebbe diventare una Supernova...,Pode se tornar uma supernova...
OBJECT_BLACKHOLE_NAME,Black Hole,,Agujero negro,Trou noir,Schwarzes Loch,Buco Nero,Buraco Negro
OBJECT_BLACKHOLE_DESC,Pulls units towards it. Destroys anything that touches it.,,Atrae a las unidades. Destruye todo lo que toca.,Attire les unités vers lui. Détruit tout ce qui le touche.,"Zieht Einheiten an. Zerstört, was es berührt.",Attrae le unità verso di sé. Distrugge tutto ciò che tocca.,Puxa unidades para si. Destrói tudo que toca.
OBJECT_HELLHAND_NAME,Hell Hand,,Mano infernal,Bras d'outre-tombe,Höllische Hand,Mano Infernale,Mão Infernal
OBJECT_HELLHAND_DESC,Grapples its enemies if they walk past it.,,Sujeta a los enemigos que pasan por su lado.,Agrippe ses ennemis quand ils passent à côté de lui.,"Packt Gegner, wenn sie an ihr vorbeigehen.",Afferra i nemici che la superano.,Agarra inimigos que passam por ela.
OBJECT_CLONINGVAT_NAME,Cloning Vat,,Tina clonadora,Cuve de clonage,Klonkammer,Vasca di Clonazione,Câmara de Clonagem
OBJECT_CLONINGVAT_DESC,Something is moving inside...,,Algo se mueve en el interior...,Quelque chose bouge à l'intérieur...,Etwas bewegt sich in ihrem Inneren&nbsp;…,Qualcosa si muove al suo interno...,Algo está se movendo lá dentro...
OBJECT_GROUNDEDSPEAR_NAME,Spear,,Lanza,Lance,Speer,Lancia,Lança
OBJECT_GROUNDEDSPEAR_DESC,Attack to send it flying.,,Sale volando cuando la atacan.,Attaquez-la pour l'envoyer valser.,"Greif ihn an, um ihn zu werfen.",Attacca per farla volare.,Ataque-a para lançá-la.
OBJECT_SUPPORTPILLAR_NAME,Support Pillar,,Pilar de soporte,Pilier porteur,Stützbalken,Pilastro di Supporto,Coluna de Sustentação
OBJECT_SUPPORTPILLAR_DESC,When destroyed will drop random things down around it.,,"Al destruirlo, suelta objetos al azar.","Quand il est détruit, fait tomber des objets aléatoires autour de lui.","Zufällige Dinge fallen herunter, wenn du ihn zerstörst.","Quando viene distrutto, fa cadere oggetti casuali tutto intorno.","Ao ser destruída, joga coisas aleatórias ao redor."
OBJECT_SPEWERPILL_CREEP_NAME,Creep Pill,,Pastilla de líquido tóxico,Pilule toxique,Ekelschleimpille,Pillola di Melma,Pílula de Gosma
OBJECT_SPEWERPILL_LAVA_NAME,Lava Pill,,Pastilla de lava,Pilule de lave,Lavapille,Pillola di Lava,Pílula de Lava
OBJECT_SPEWERPILL_TAR_NAME,Tar Pill,,Pastilla de brea,Pilule de goudron,Teerpille,Pillola di Catrame,Pílula de Piche
OBJECT_SPEWERPILL_DESC,Heals and changes the form of Spewer when eaten.,,Cura y cambia la forma de Salivastro cuando se la tragan.,Soigne et change la forme du gicleur quand elle est consommée.,"Heilt den Spucker und ändert seine Gestalt, wenn er sie isst.",Cura e cambia la forma del Vomitore quando viene ingoiata.,Cura e muda a forma do vomitante ao ser comida.
OBJECT_SPEWERTUBE_NAME,Pill Tube,,Tubo de pastillas,Tube de pilules,Pillenrohr,Fiala di Pillole,Tubo de Pílulas
OBJECT_SPEWERTUBE_DESC,Spawns pills for Spewer.,,Genera pastillas para Salivastro.,Fait apparaître des pilules pouvant être consommées par le gicleur.,Lässt Pillen für den Spucker erscheinen.,Genera pillole per il Vomitore.,Gera pílulas para o vomitante.
OBJECT_MINIVOLCANO_NAME,Mini Volcano,,Minivolcán,Mini volcan,Minivulkan,Mini Vulcano,Mini Vulcão
OBJECT_MINIVOLCANO_DESC,Spawns lava rocks when attacked.,,Genera rocas de lava al sufrir un ataque.,Fait apparaître des cailloux chauds bouillants quand il est attaqué.,"Lässt Lavasteine erscheinen, wenn er angegriffen wird.",Quando viene attaccato genera rocce di lava.,Gera pedras de lava ao sofrer ataques.
OBJECT_PUNCHINGBAG_NAME,Punching Bag,,Saco de boxeo,Sac de frappe,Sandsack,Sacco da Boxe,Saco de Pancada
OBJECT_GRENADE_NAME,Grenade,,Granada,Grenade,Granate,Granata,Granada
OBJECT_GRENADE_DESC,Explodes on its turn or if it's destroyed. Explosion shreds 5 stacks of random buffs off of whatever it hits.,,Estalla en su turno o si la destruyen. La explosión destroza 5 acumulaciones de ventajas al azar de aquello que golpea.,Explose durant son tour ou si elle est détruite. L'explosion retire 5&nbsp;cumuls de bonus aléatoires à toutes les cibles touchées.,"Explodiert in ihrem Zug, oder wenn sie zerstört wird. Die Explosion entfernt 5&nbsp;Stapel zufälliger Stärkungen von Einheiten, die sie trifft.","Esplode durante il suo turno o se viene distrutta.
L'esplosione rimuove 5 stack casuali di bonus da qualunque cosa colpisca.",Explode em seu turno ou ao ser destruída. A explosão destrói 5 acumulações de fortalecimentos aleatórios ou qualquer coisa que atinja.
OBJECT_SLOTMACHINE_NAME,Slot Machine,,Tragaperras,Machine à sous,Spielautomat,Slot Machine,Máquina Caça-Níqueis
OBJECT_SLOTMACHINE_DESC,Attack to play! Explodes when destroyed.,,¡Se activa cuando la atacan! Estalla cuando la destruyen.,Attaquez pour jouer&nbsp;! Explose quand elle est détruite.,"Angreifen, um zu spielen! Explodiert, wenn er zerstört wird.",Attacca per giocare! Esplode quando viene distrutta.,Ataque para jogar! Explode ao ser destruída.
OBJECT_CANDLE_NAME,Candle,,Vela,Bougie,Kerze,Candela,Vela
OBJECT_BLOATEYE_NAME,Peeper,,Avizor,Mouchard,Zwinki Zwonki,Guardone,Espiante
OBJECT_BLOATEYE_DESC,Moves 1 tile towards units each time they take an action. Trample.,,Se mueve 1 casilla hacia las unidades cada vez que realizan una acción. Pisotón.,Se déplace d'1&nbsp;case en direction des unités chaque fois qu'elles effectuent une action. Piétinement.,"Bewegt sich 1&nbsp;Feld auf Einheiten zu, wenn sie Aktionen ausführen. Trampel.",Si muove di 1 casella verso le unità ogni volta che esse compiono un'azione. Calpestamento.,Move-se 1 espaço na direção de unidades a cada vez que elas realizam uma ação. Atropelamento.
//pickups,,,,,,,
PICKUP_NOTHING_NAME,Nothing!,,¡Nada!,Rien du tout&nbsp;!,Nichts!,Nulla!,Nada!
PICKUP_COIN_NAME,Coin,,Moneda,Pièce,Münze,Moneta,Moeda
PICKUP_COIN_DESC,Collect it to get money!,,¡Dinerito fresco!,Ramassez-la et ce sera le début de la fortune&nbsp;!,Das Geld liegt buchstäblich auf dem Boden!,Raccoglila per ottenere denaro!,Colete-a para obter dinheiro!
PICKUP_FOOD_NAME,Food,,Comida,Nourriture,Essen,Cibo,Comida
PICKUP_FOOD_DESC,Heals 4 HP when eaten.,,Devuelve 4 PS cuando se la zampan.,"Consommée, confère PV +4.",Heilt 4&nbsp;LP.,Rigenera 4 PS quando viene mangiato.,Cura 4 PV ao ser comida.
PICKUP_MEDIUMFOOD_NAME,Medium Food,,Comida mediana,Nourriture moyenne,Mittelgroßes Essen,Cibo Medio,Comida Média
PICKUP_MEDIUMFOOD_DESC,Heals 7 HP when eaten.,,Devuelve 7 PS cuando se la zampan.,"Consommée, confère PV +7.",Heilt 7&nbsp;LP.,Rigenera 7 PS quando viene mangiato.,Cura 7 PV ao ser comida.
PICKUP_BIGFOOD_NAME,Big Food,,Comida grande,Grosse nourriture,Großes Essen,Cibo Grande,Comida Grande
PICKUP_BIGFOOD_DESC,Heals 10 HP when eaten.,,Devuelve 10 PS cuando se la zampan.,"Consommée, confère PV +10.",Heilt 10&nbsp;LP.,Rigenera 10 PS quando viene mangiato.,Cura 10 PV ao ser comida.
PICKUP_POISONEDFOOD_NAME,Poisoned Food,,Comida envenenada,Nourriture empoisonnée,Vergiftetes Essen,Cibo Avvelenato,Comida Envenenada
PICKUP_POISONEDFOOD_DESC,Gain Poison 2 and Slow 2 if eaten.,,Obtiene 2 de veneno y 2 de ralentización al zampársela.,"Consommée, inflige Poison +2&nbsp;et Lenteur +2.",Verursacht Gift&nbsp;2 und Verlangsamung&nbsp;2.,Infligge Veleno 2 e Rallentamento 2 quando viene mangiato.,Obtenha veneno 2 e lentidão 2 ao comer.
PICKUP_BAIT_NAME,Bait,,Cebo,Appât,Köder,Esca,Isca
PICKUP_BAIT_DESC,"Attracts enemies toward it.
Heals 1 HP when eaten.",,"Atrae a los enemigos.
Devuelve 1 PS cuando se lo comen.","Attire les ennemis.
Consommé, confère PV +1.","Zieht Gegner an.
Heilt 1&nbsp;LP.","Attrae i nemici a sé.
Rigenera 1 PS quando viene mangiata.","Atrai inimigos em sua direção.
Cura 1 PV ao ser comida."
PICKUP_POISONBAIT_NAME,Poisoned Bait,,Cebo envenenado,Appât empoisonné,Giftköder,Esca Avvelenata,Isca Envenenada
PICKUP_POISONBAIT_DESC,"Attracts enemies toward it.
Gain Poison 2 and Slow 2 if eaten.",,"Atrae a los enemigos.
Obtiene 2 de veneno y 2 de ralentización al comérselo.","Attire les ennemis.
Consommé, inflige Poison +2&nbsp;et Lenteur +2.","Zieht Gegner an.
Verursacht Gift&nbsp;2 und Verlangsamung&nbsp;2.","Attrae i nemici a sé.
Infligge Veleno 2 e Rallentamento 2 quando viene mangiata.","Atrai inimigos em sua direção.
Obtém veneno 2 e lentidão 2 ao ser comida."
PICKUP_COOKEDFOOD_NAME,Cooked Food,,Comida cocinada,Nourriture cuite,Gekochtes Essen,Cibo Cotto,Comida Cozida
PICKUP_COOKEDFOOD_DESC,Heals 4 HP and +1 [img:str] when eaten.,,Devuelve 4 PS y +1 [img:str] al zampársela.,"Consommée, confère PV +4&nbsp;et [img:str] +1.",Heilt 4&nbsp;LP und +1&nbsp;[img:str].,Rigenera 4 PS e +1 alla [img:str] quando viene mangiato.,Cura 4 PV e +1 de [img:str] ao ser comida.
PICKUP_COOKEDMEDIUMFOOD_NAME,Cooked Medium Food,,Comida mediana cocinada,Nourriture cuite moyenne,Gekochtes mittelgroßes Essen,Cibo Medio Cotto,Comida Cozida Média
PICKUP_COOKEDMEDIUMFOOD_DESC,Heals 7 HP and +1 [img:str] when eaten.,,Devuelve 7 PS y +1 [img:str] cuando se la zampan.,"Consommée, confère PV +7&nbsp;et [img:str] +1.",Heilt 7&nbsp;LP und +1&nbsp;[img:str].,Rigenera 7 PS e +1 alla [img:str] quando viene mangiato.,Cura 7 PV e +1 de [img:str] ao ser comida.
PICKUP_COOKEDBIGFOOD_NAME,Cooked Big Food,,Comida grande cocinada,Grosse nourriture cuite,Gekochtes großes Essen,Cibo Grande Cotto,Comida Cozida Grande
PICKUP_COOKEDBIGFOOD_DESC,Heals 10 HP and +1 [img:str] when eaten.,,Devuelve 10 PS y +1 [img:str] cuando se la zampan.,"Consommée, confère PV +10&nbsp;et [img:str] +1.",Heilt 10&nbsp;LP und +1&nbsp;[img:str].,Rigenera 10 PS e +1 alla [img:str] quando viene mangiato.,Cura 10 PV e +1 de [img:str] ao ser comida.
PICKUP_COOKEDPOISONEDFOOD_NAME,Cooked Poisoned Food,,Comida cocinada envenenada,Nourriture cuite empoisonnée,Gekochtes vergiftetes Essen,Cibo Avvelenato Cotto,Comida Cozida Envenenada
PICKUP_COOKEDPOISONEDFOOD_DESC,"Gain Poison 2, Slow 2 and +1 [img:str] if eaten.",,"Obtiene 2 de veneno, 2 de ralentización y +1 [img:str] al zampársela.","Inflige Poison +2&nbsp;et Lenteur +2, confère [img:str] +1.","Erhalte Gift&nbsp;2, Verlangsamung&nbsp;2 and +1&nbsp;[img:str].","Infligge Veleno 2 , Rallentamento 2 e +1 alla [img:str] quando viene mangiato.","Obtenha veneno 2, lentidão 2 e +1 de [img:str] ao comer."
PICKUP_PURIFIEDFOOD_NAME,Purified Food,,Comida purificada,Nourriture purifiée,Gereinigtes Essen,Cibo Purificato,Comida Purificada
PICKUP_PURIFIEDFOOD_DESC,Heals 4 HP when eaten.,,Devuelve 4 PS cuando se la zampan.,"Consommée, confère PV +4.",Heilt 4&nbsp;LP.,Rigenera 4 PS quando viene mangiato.,Cura 4 PV ao ser comida.
PICKUP_COOKEDPURIFIEDFOOD_NAME,Cooked Purified Food,,Comida cocinada purificada,Nourriture cuite purifiée,Gekochtes gereinigtes Essen,Cibo Purificato Cotto,Comida Purificada Cozida
PICKUP_COOKEDPURIFIEDFOOD_DESC,Heals 4 HP and +1 [img:str] when eaten.,,Devuelve 4 PS y +1 [img:str] al zampársela.,"Consommée, confère PV +4&nbsp;et [img:str] +1.",Heilt 4&nbsp;LP und +1&nbsp;[img:str].,Rigenera 4 PS e +1 alla [img:str] quando viene mangiato.,Cura 4 PV e +1 de [img:str] ao ser comida.
PICKUP_COOKEDBAIT_NAME,Cooked Bait,,Cebo cocinado,Appât cuit,Gekochter Köder,Esca Cotta,Isca Cozida
PICKUP_COOKEDBAIT_DESC,"Attracts enemies toward it.
Heals 1 HP and +1 [img:str] when eaten.",,"Atrae a los enemigos.
Devuelve 1 PS y +1 [img:str] cuando se lo comen.","Attire les ennemis.
Consommé, confère PV +1&nbsp;et [img:str] +1.","Zieht Gegner an.
Heilt 1&nbsp;LP und +1&nbsp;[img:str].","Attrae i nemici a sé.
Rigenera 1 PS e +1 alla [img:str] quando viene mangiata.","Atrai inimigos em sua direção.
Cura 1 PV e +1 de [img:str] ao ser comida."
PICKUP_COOKEDPOISONEDBAIT_NAME,Cooked Poisoned Bait,,Cebo cocinado envenenado,Appât cuit empoisonné,Gekochter Giftköder,Esca Purificata Cotta,Isca Cozida Envenenada
PICKUP_COOKEDPOISONEDBAIT_DESC,"Attracts enemy units toward it.
Gain Poison 2, Slow 2 and +1 [img:str] if eaten.",,"Atrae a las unidades enemigas.
Obtiene 2 de veneno, 2 de ralentización y +1 [img:str] al comérselo.","Attire les ennemis.
Consommé, inflige Poison +2&nbsp;et Lenteur +2, confère [img:str] +1.","Zieht gegnerische Einheiten an.
Erhalte Gift&nbsp;2, Verlangsamung&nbsp;2 und +1&nbsp;[img:str].","Attrae i nemici a sé.
Infligge Veleno 2 e Rallentamento 2 e +1 alla [img:str] quando viene mangiata.","Atrai inimigos em sua direção.
Obtém veneno 2 e lentidão 2 e +1 de [img:str] ao ser comida."
PICKUP_SCRAP_NAME,Scrap,,Chatarra,Ferraille,Schrott,Rottame,Sucata
PICKUP_SCRAP_DESC,Gain +2 [img:shield] when collected.,,Obtiene +2 [img:shield] al recogerla.,"Ramassé, confère [img:shield] +2.",Erhalte +2&nbsp;[img:shield].,Ottieni +2 allo [img:shield] quando lo raccogli.,Obtenha +2 de [img:shield] ao coletar.
PICKUP_MEDIUMSCRAP_NAME,Medium Scrap,,Chatarra mediana,Ferraille moyenne,Mittelgroßer Schrott,Rottame Medio,Sucata Média
